Equipo Objetivo;Equipo Rival;Y;pot_ataque_obj;pot_defensa_riv;goles_favor_obj;goles_contra_riv;mundial_anterior;mejores_cuatro;puntaje_fifa_obj;puntaje_fifa_riv;cabeza_serie_obj;cabeza_serie_riv;ranking_fifa_obj;ranking_fifa_riv
Argelia;Belgica;1;68;79;2.33;0.75;1;0;858;1074;0;1;22;11
Argelia;Eslovenia;0;67;68;0.56;1;0;0;821;860;0;0;30;25
Argelia;Estados Unidos;0;67;73;0.56;2;0;0;821;957;0;0;30;14
Argelia;Japon;0;67;64;0.56;1.27;0;0;821;682;0;0;30;45
Argelia;Republica de Corea;4;68;66;2.33;1.83;1;0;858;547;0;0;22;57
Argelia;Rusia;1;68;76;2.33;0.25;1;0;858;893;0;0;22;19
Argentina;Alemania;1;87;82;2;1.4;1;0;746;696;1;1;9;19
Argentina;Alemania;0;87;81;3;0.5;1;0;1076;1082;1;1;7;6
Argentina;Alemania;0;85;82;1.67;0.75;1;0;1175;1300;1;1;5;2
Argentina;Belgica;1;85;79;1.67;0.75;1;0;1175;1074;1;1;5;11
Argentina;Bosnia y Herzegovina;2;85;66;1.67;1;1;0;1175;873;1;0;5;21
Argentina;Costa de Marfil;2;87;65;2;0.91;1;0;746;669;1;0;9;32
Argentina;Grecia;2;87;76;3;2;1;0;1076;964;1;0;7;13
Argentina;Mexico;2;87;69;2;0.88;1;0;746;758;1;1;9;4
Argentina;Mexico;3;87;76;3;0.67;1;0;1076;895;1;0;7;17
Argentina;Nigeria;1;87;64;3;0.73;1;0;1076;883;1;0;7;21
Argentina;Nigeria;3;85;66;1.67;1;1;0;1175;640;1;0;5;44
Argentina;Paises Bajos;0;87;65;2;0.5;1;0;746;768;1;0;9;3
Argentina;Paises Bajos;0;85;74;1.67;0.75;1;0;1175;981;1;0;5;15
Argentina;Republica de Corea;4;87;67;3;0.91;1;0;1076;632;1;0;7;47
Argentina;Ri de Iran;1;85;66;1.67;0.83;1;0;1175;641;1;0;5;43
Argentina;Serbia y Montenegro;6;87;65;2;0.5;1;0;746;610;1;0;9;44
Argentina;Suiza;1;85;75;1.67;0.67;1;0;1175;1149;1;1;5;6
Australia;Alemania;0;75;81;1.4;0.5;1;0;886;1082;0;1;20;6
Australia;Brasil;0;83;86;2;0;0;0;612;827;0;1;42;1
Australia;Chile;1;72;72;1.33;0.75;1;0;526;1026;0;0;62;14
Australia;Croacia;2;83;81;2;1.43;0;0;612;686;0;0;42;23
Australia;Espana;0;72;82;1.33;0;1;0;526;1485;0;1;62;1
Australia;Ghana;1;75;64;1.4;1.11;1;0;886;800;0;0;20;32
Australia;Italia;0;83;88;2;0.67;0;0;612;728;0;1;42;13
Australia;Japon;3;83;65;2;1;0;0;612;705;0;0;42;18
Australia;Paises Bajos;3;72;66;1.33;0.75;1;0;526;981;0;0;62;15
Australia;Serbia;2;75;64;1.4;0.8;1;0;886;947;0;0;20;15
Belgica;Argelia;2;80;66;2.5;0.67;0;0;1074;858;1;0;11;22
Belgica;Argentina;0;80;78;2.5;0;0;0;1074;1175;1;1;11;5
Belgica;Estados Unidos;2;80;69;2.5;1;0;0;1074;1035;1;0;11;13
Belgica;Republica de Corea;1;80;66;2.5;1.83;0;0;1074;547;1;0;11;57
Belgica;Rusia;1;80;76;2.5;0.25;0;0;1074;893;1;0;11;19
Bosnia y Herzegovina;Argentina;1;68;78;1;0;0;0;873;1175;0;1;21;5
Bosnia y Herzegovina;Nigeria;0;68;66;1;1;0;0;873;640;0;0;21;44
Bosnia y Herzegovina;Ri de Iran;3;68;66;1;0.83;0;0;873;641;0;0;21;43
Brasil;Alemania;1;84;82;3.33;0.75;1;0;1242;1300;1;1;3;2
Brasil;Australia;2;92;72;2.5;0.75;1;1;827;612;1;0;1;42
Brasil;Camerun;4;84;76;3.33;1.8;1;0;1242;558;1;0;3;56
Brasil;Chile;3;86;64;3.33;0.25;1;0;1611;888;1;0;1;18
Brasil;Chile;1;84;72;3.33;0.75;1;0;1242;1026;1;0;3;14
Brasil;Colombia;2;84;76;3.33;1;1;0;1242;1137;1;1;3;8
Brasil;Costa de Marfil;3;86;64;3.33;1;1;0;1611;856;1;0;1;27
Brasil;Costa de Marfil;3;86;64;3.33;1;1;0;1611;856;1;0;1;27
Brasil;Croacia;1;92;81;2.5;1.43;1;1;827;686;1;0;1;23
Brasil;Croacia;3;84;66;3.33;1;1;0;1242;903;1;0;3;18
Brasil;Francia;0;92;84;2.5;0.75;1;1;827;749;1;1;1;8
Brasil;Ghana;3;92;65;2.5;1.11;1;1;827;600;1;0;1;48
Brasil;Japon;4;92;65;2.5;1;1;1;827;705;1;0;1;18
Brasil;Mexico;0;84;74;3.33;1.5;1;0;1242;882;1;0;3;20
Brasil;Paises Bajos;1;86;77;3.33;1;1;0;1611;1231;1;0;1;4
Brasil;Paises Bajos;0;84;74;3.33;0.75;1;0;1242;981;1;0;3;15
Brasil;Portugal;0;86;82;3.33;0.25;1;0;1611;1249;1;0;1;3
Brasil;RDP de Corea;2;86;64;3.33;1.08;1;0;1611;285;1;0;1;105
Camerun;Brasil;1;76;83;1.4;0;1;0;558;1242;0;1;56;3
Camerun;Croacia;0;76;66;1.4;1;1;0;558;903;0;0;56;18
Camerun;Dinamarca;1;80;75;1.4;1;0;0;887;767;0;0;19;36
Camerun;Japon;0;80;64;1.4;1.27;0;0;887;682;0;0;19;45
Camerun;Mexico;0;76;74;1.4;1.5;1;0;558;882;0;0;56;20
Camerun;Paises Bajos;1;80;77;1.4;1;0;0;887;1231;0;0;19;4
Chile;Australia;3;78;68;2.25;2;1;0;1026;526;0;0;14;62
Chile;Brasil;0;67;83;1.63;0.33;0;0;888;1611;0;1;18;1
Chile;Brasil;1;78;83;2.25;0;1;0;1026;1242;0;1;14;3
Chile;Espana;1;67;83;1.63;0.5;0;0;888;1565;0;1;18;2
Chile;Espana;2;78;82;2.25;0;1;0;1026;1485;0;1;14;1
Chile;Honduras;1;67;64;1.63;1.5;0;0;888;734;0;0;18;38
Chile;Paises Bajos;0;78;74;2.25;0.75;1;0;1026;981;0;0;14;15
Chile;Suiza;1;67;75;1.63;1.67;0;0;888;866;0;0;18;24
Colombia;Brasil;1;81;83;2;0;0;0;1137;1242;1;1;8;3
Colombia;Costa de Marfil;2;81;72;2;1.67;0;0;1137;809;1;0;8;23
Colombia;Grecia;3;81;75;2;0.75;0;0;1137;1064;1;0;8;12
Colombia;Japon;4;81;66;2;1.5;0;0;1137;626;1;0;8;46
Colombia;Uruguay;2;81;78;2;0.33;0;0;1137;1147;1;1;8;7
Costa de Marfil;Argentina;1;67;85;1.36;1.5;0;0;669;746;0;1;32;9
Costa de Marfil;Brasil;1;67;83;1.5;0.33;1;0;856;1611;0;1;27;1
Costa de Marfil;Brasil;1;67;83;1.5;0.33;1;0;856;1611;0;1;27;1
Costa de Marfil;Colombia;1;80;76;1.67;1;1;0;809;1137;0;1;23;8
Costa de Marfil;Grecia;1;80;75;1.67;0.75;1;0;809;1064;0;0;23;12
Costa de Marfil;Japon;2;80;66;1.67;1.5;1;0;809;626;0;0;23;46
Costa de Marfil;Paises Bajos;1;67;65;1.36;0.5;0;0;669;768;0;0;32;3
Costa de Marfil;Portugal;0;67;82;1.5;0.25;1;0;856;1249;0;0;27;3
Costa de Marfil;Republica de Corea;3;67;67;1.5;0.91;1;0;856;632;0;0;27;47
Costa de Marfil;Serbia y Montenegro;3;67;65;1.36;0.5;0;0;669;610;0;0;32;44
Costa Rica;Alemania;2;67;82;0.75;1.4;1;0;683;696;0;1;26;19
Costa Rica;Ecuador;0;67;65;0.75;1;1;0;683;631;0;0;26;39
Costa Rica;Grecia;1;68;75;0.8;0.75;0;0;762;1064;0;0;28;12
Costa Rica;Inglaterra;0;68;81;0.8;0.5;0;0;762;1090;0;0;28;10
Costa Rica;Italia;1;68;81;0.8;0.67;0;0;762;1104;0;0;28;9
Costa Rica;Paises Bajos;0;68;74;0.8;0.75;0;0;762;981;0;0;28;15
Costa Rica;Polonia;1;67;71;0.75;0.83;1;0;683;677;0;0;26;29
Costa Rica;Uruguay;3;68;78;0.8;0.33;0;0;762;1147;0;1;28;7
Croacia;Australia;2;80;72;2;0.75;1;0;686;612;0;0;23;42
Croacia;Brasil;0;80;86;2;0;1;0;686;827;0;1;23;1
Croacia;Brasil;1;68;83;1.67;0;0;0;903;1242;0;1;18;3
Croacia;Camerun;4;68;76;1.67;1.8;0;0;903;558;0;0;18;56
Croacia;Japon;0;80;65;2;1;1;0;686;705;0;0;23;18
Croacia;Mexico;1;68;74;1.67;1.5;0;0;903;882;0;0;18;20
Dinamarca;Camerun;2;75;75;0.75;1.7;0;0;767;887;0;0;36;19
Dinamarca;Japon;1;75;64;0.75;1.27;0;0;767;682;0;0;36;45
Dinamarca;Paises Bajos;0;75;77;0.75;1;0;0;767;1231;0;0;36;4
Ecuador;Alemania;0;67;82;0.6;1.4;1;0;631;696;0;1;39;19
Ecuador;Costa Rica;3;67;65;0.6;2;1;0;631;683;0;0;39;26
Ecuador;Francia;0;71;80;2;0.25;0;0;791;913;0;0;26;17
Ecuador;Honduras;2;71;66;2;1.75;0;0;791;731;0;0;26;33
Ecuador;Inglaterra;0;67;86;0.6;0.67;1;0;631;741;0;1;39;10
Ecuador;Polonia;2;67;71;0.6;0.83;1;0;631;677;0;0;39;29
Ecuador;Suiza;1;71;75;2;0.67;0;0;791;1149;0;1;26;6
Eslovaquia;Italia;3;67;81;1.33;1;0;0;777;1184;0;1;34;5
Eslovaquia;Nueva Zelanda;1;67;64;1.33;1.8;0;0;777;410;0;0;34;78
Eslovaquia;Paises Bajos;1;67;77;1.33;1;0;0;777;1231;0;0;34;4
Eslovaquia;Paraguay;0;67;74;1.33;1;0;0;777;820;0;0;34;31
Eslovaquia;Paraguay;0;67;74;1.33;1;0;0;777;820;0;0;34;31
Eslovenia;Argelia;1;74;64;3.5;1.78;0;0;860;821;0;0;25;30
Eslovenia;Estados Unidos;2;74;73;3.5;2;0;0;860;957;0;0;25;14
Eslovenia;Inglaterra;0;74;84;3.5;1;0;0;860;1068;0;1;25;8
Espana;Alemania;1;87;81;3;0.5;1;0;1565;1082;1;1;2;6
Espana;Arabia Saudita;1;86;65;1.75;1.38;1;0;756;651;1;0;5;34
Espana;Australia;3;84;68;1.67;2;1;1;1485;526;1;0;1;62
Espana;Chile;2;87;64;3;0.25;1;0;1565;888;1;0;2;18
Espana;Chile;0;84;72;1.67;0.75;1;1;1485;1026;1;0;1;14
Espana;Francia;1;86;84;1.75;0.75;1;0;756;749;1;1;5;8
Espana;Honduras;2;87;64;3;1.5;1;0;1565;734;1;0;2;38
Espana;Paises Bajos;1;87;77;3;1;1;0;1565;1231;1;0;2;4
Espana;Paises Bajos;1;84;74;1.67;0.75;1;1;1485;981;1;0;1;15
Espana;Paraguay;1;87;74;3;1;1;0;1565;820;1;0;2;31
Espana;Portugal;1;87;82;3;0.25;1;0;1565;1249;1;0;2;3
Espana;Suiza;0;87;75;3;1.67;1;0;1565;866;1;0;2;24
Espana;Tunez;3;86;68;1.75;0.67;1;0;756;693;1;0;5;21
Espana;Ucrania;4;86;65;1.75;0;1;0;756;609;1;0;5;45
Estados Unidos;Alemania;0;75;82;1.67;0.75;1;0;1035;1300;0;1;13;2
Estados Unidos;Argelia;1;72;64;1.83;1.78;1;0;957;821;0;0;14;30
Estados Unidos;Belgica;1;75;79;1.67;0.75;1;0;1035;1074;0;1;13;11
Estados Unidos;Eslovenia;2;72;68;1.83;1;1;0;957;860;0;0;14;25
Estados Unidos;Ghana;1;74;65;1.73;1.11;1;0;756;600;0;0;6;48
Estados Unidos;Ghana;1;72;64;1.83;1.11;1;0;957;800;0;0;14;32
Estados Unidos;Ghana;2;75;66;1.67;0.67;1;0;1035;704;0;0;13;37
Estados Unidos;Inglaterra;1;72;84;1.83;1;1;0;957;1068;0;1;14;8
Estados Unidos;Italia;1;74;88;1.73;0.67;1;0;756;728;0;1;6;13
Estados Unidos;Portugal;2;75;80;1.67;0.5;1;0;1035;1189;0;0;13;4
Estados Unidos;Republica Checa;0;74;79;1.73;0.5;1;0;756;772;0;0;6;2
Francia;Alemania;0;85;82;3.75;0.75;1;0;913;1300;0;1;17;2
Francia;Brasil;1;92;86;1.75;0;1;0;749;827;1;1;8;1
Francia;Ecuador;0;85;66;3.75;2.25;1;0;913;791;0;0;17;26
Francia;Espana;3;92;85;1.75;0.75;1;0;749;756;1;1;8;5
Francia;Honduras;3;85;66;3.75;1.75;1;0;913;731;0;0;17;33
Francia;Italia;1;92;88;1.75;0.67;1;0;749;728;1;1;8;13
Francia;Mexico ;0;85;76;0.75;0.67;1;1;1044;895;0;0;9;17
Francia;Nigeria;2;85;66;3.75;1;1;0;913;640;0;0;17;44
Francia;Portugal;1;92;83;1.75;0.33;1;0;749;750;1;0;8;7
Francia;Republica de Corea;1;92;65;1.75;0.67;1;0;749;677;1;0;8;30
Francia;Sudafrica;1;85;70;0.75;0.55;1;1;1044;392;0;1;9;83
Francia;Suiza;0;92;78;1.75;1;1;0;749;648;1;0;8;35
Francia;Suiza;5;85;75;3.75;0.67;1;0;913;1149;0;1;17;6
Francia;Togo;2;92;65;1.75;1.29;1;0;749;569;1;0;8;61
Francia;Uruguay;0;85;78;0.75;1;1;1;1044;899;0;0;9;16
Ghana;Alemania;0;67;81;0.78;0.5;1;0;800;1082;0;1;32;6
Ghana;Alemania;2;68;82;1.33;0.75;1;0;704;1300;0;1;37;2
Ghana;Australia;1;67;73;0.78;1.2;1;0;800;886;0;0;32;20
Ghana;Brasil;0;67;86;1.11;0;0;0;600;827;0;1;48;1
Ghana;Estados Unidos;2;67;74;1.11;0.73;0;0;600;756;0;0;48;6
Ghana;Estados Unidos;2;67;73;0.78;2;1;0;800;957;0;0;32;14
Ghana;Estados Unidos;1;68;69;1.33;1;1;0;704;1035;0;0;37;13
Ghana;Italia;0;67;88;1.11;0.67;0;0;600;728;0;1;48;13
Ghana;Portugal;1;68;80;1.33;0.5;1;0;704;1189;0;0;37;4
Ghana;Republica Checa;2;67;79;1.11;0.5;0;0;600;772;0;0;48;2
Ghana;Serbia;1;67;64;0.78;0.8;1;0;800;947;0;0;32;15
Ghana;Uruguay;1;67;78;0.78;1;1;0;800;899;0;0;32;16
Grecia;Argentina;0;76;78;0.67;0.6;0;0;964;1076;0;1;13;7
Grecia;Colombia;0;75;76;0.5;1;1;0;1064;1137;0;1;12;8
Grecia;Costa de Marfil;2;75;72;0.5;1.67;1;0;1064;809;0;0;12;23
Grecia;Costa Rica;1;75;66;0.5;2;1;0;1064;762;0;0;12;28
Grecia;Japon;0;75;66;0.5;1.5;1;0;1064;626;0;0;12;46
Grecia;Nigeria;2;76;64;0.67;0.73;0;0;964;883;0;0;13;21
Grecia;Republica de Corea;0;76;67;0.67;0.91;0;0;964;632;0;0;13;47
Honduras;Chile;0;67;64;0.83;0.25;0;0;734;888;0;0;38;18
Honduras;Ecuador;1;68;66;1;2.25;1;0;731;791;0;0;33;26
Honduras;Espana;0;67;83;0.83;0.5;0;0;734;1565;0;1;38;2
Honduras;Francia;0;68;80;1;0.25;1;0;731;913;0;0;33;17
Honduras;Suiza;0;67;75;0.83;1.67;0;0;734;866;0;0;38;24
Honduras;Suiza;0;68;75;1;0.67;1;0;731;1149;0;1;33;6
Inglaterra;Alemania;1;82;81;2.67;0.5;1;0;1068;1082;1;1;8;6
Inglaterra;Argelia;0;82;64;2.67;1.78;1;0;1068;821;1;0;8;30
Inglaterra;Costa Rica;0;84;66;1.5;2;1;0;1090;762;0;0;10;28
Inglaterra;Ecuador;1;91;65;3.67;1;1;0;741;631;1;0;10;39
Inglaterra;Eslovenia;1;82;68;2.67;1;1;0;1068;860;1;0;8;25
Inglaterra;Estados Unidos;1;82;73;2.67;2;1;0;1068;957;1;0;8;14
Inglaterra;Italia;1;84;81;1.5;0.67;1;0;1090;1104;0;0;10;9
Inglaterra;Paraguay;1;91;69;3.67;1;1;0;741;653;1;0;10;33
Inglaterra;Portugal;0;91;83;3.67;0.33;1;0;741;750;1;0;10;7
Inglaterra;Suecia;2;91;76;3.67;1;1;0;741;709;1;0;10;16
Inglaterra;Trinidad y Tobago;2;91;65;3.67;1.8;1;0;741;604;1;0;10;47
Inglaterra;Uruguay;1;84;78;1.5;0.33;1;0;1090;1147;0;1;10;7
Italia;Alemania;2;88;82;1.67;1.4;1;0;728;696;1;1;13;19
Italia;Australia;1;88;72;1.67;0.75;1;0;728;612;1;0;13;42
Italia;Costa Rica;0;80;66;0.33;2;1;0;1104;762;0;0;9;28
Italia;Eslovaquia;2;83;64;0.67;0.67;1;1;1184;777;1;0;5;34
Italia;Estados Unidos;1;88;74;1.67;0.73;1;0;728;756;1;0;13;6
Italia;Francia;1;88;84;1.67;0.75;1;0;728;749;1;1;13;8
Italia;Ghana;2;88;65;1.67;1.11;1;0;728;600;1;0;13;48
Italia;Inglaterra;2;80;81;0.33;0.5;1;0;1104;1090;0;0;9;10
Italia;Nueva Zelanda;1;83;64;0.67;1.8;1;1;1184;410;1;0;5;78
Italia;Nueva Zelanda;1;83;64;0.67;1.8;1;1;1184;410;1;0;5;78
Italia;Paraguay;1;83;74;0.67;1;1;1;1184;820;1;0;5;31
Italia;Republica Checa;2;88;79;1.67;0.5;1;0;728;772;1;0;13;2
Italia;Ucrania;3;88;65;1.67;0;1;0;728;609;1;0;13;45
Italia;Uruguay;0;80;78;0.33;0.33;1;0;1104;1147;0;1;9;7
Japon;Australia;1;67;72;1.89;0.75;1;0;705;612;0;0;18;42
Japon;Brasil;1;67;86;1.89;0;1;0;705;827;0;1;18;1
Japon;Camerun;1;67;75;0.91;1.7;1;0;682;887;0;0;45;19
Japon;Colombia;1;68;76;3;1;1;0;626;1137;0;1;46;8
Japon;Costa de Marfil;1;68;72;3;1.67;1;0;626;809;0;0;46;23
Japon;Croacia;0;67;81;1.89;1.43;1;0;705;686;0;0;18;23
Japon;Dinamarca;3;67;75;0.91;1;1;0;682;767;0;0;45;36
Japon;Grecia;0;68;75;3;0.75;1;0;626;1064;0;0;46;12
Japon;Paises Bajos;0;67;77;0.91;1;1;0;682;1231;0;0;45;4
Japon;Paraguay;0;67;74;0.91;1;1;0;682;820;0;0;45;31
Mexico;Angola;0;72;65;1.13;1.6;1;0;758;581;1;0;4;57
Mexico;Argentina;1;72;85;1.13;1.5;1;0;758;746;1;1;4;9
Mexico;Argentina;1;75;78;1.75;0.6;1;0;895;1076;0;1;17;7
Mexico;Brasil;0;79;83;3;0;1;0;882;1242;0;1;20;3
Mexico;Camerun;1;79;76;3;1.8;1;0;882;558;0;0;20;56
Mexico;Croacia;3;79;66;3;1;1;0;882;903;0;0;20;18
Mexico;Francia;2;75;83;1.75;1.25;1;0;895;1044;0;0;17;9
Mexico;Paises Bajos;1;79;74;3;0.75;1;0;882;981;0;0;20;15
Mexico;Portugal;1;72;83;1.13;0.33;1;0;758;750;1;0;4;7
Mexico;Ri de Iran;3;72;65;1.13;1.5;1;0;758;686;1;0;4;24
Mexico;Sudafrica;1;75;70;1.75;0.55;1;0;895;392;0;1;17;83
Mexico;Uruguay;0;75;78;1.75;1;1;0;895;899;0;0;17;16
Nigeria;Argentina;0;67;78;1.36;0.6;0;0;883;1076;0;1;21;7
Nigeria;Argentina;2;68;78;0.75;0;1;0;640;1175;0;1;44;5
Nigeria;Bosnia y Herzegovina;1;68;66;0.75;1;1;0;640;873;0;0;44;21
Nigeria;Francia;0;68;80;0.75;0.25;1;0;640;913;0;0;44;17
Nigeria;Grecia;1;67;76;1.36;2;0;0;883;964;0;0;21;13
Nigeria;Republica de Corea;2;67;67;1.36;0.91;0;0;883;632;0;0;21;47
Nigeria;Ri de Iran;0;68;66;0.75;0.83;1;0;640;641;0;0;44;43
Nueva Zelanda;Eslovaquia;1;67;64;0.6;0.67;0;0;410;777;0;0;78;34
Nueva Zelanda;Italia;1;67;81;0.6;1;0;0;410;1184;0;1;78;5
Nueva Zelanda;Italia;1;67;81;0.6;1;0;0;410;1184;0;1;78;5
Nueva Zelanda;Paraguay;0;67;74;0.6;1;0;0;410;820;0;0;78;31
Paises Bajos;Argentina;0;67;85;1.25;1.5;0;0;768;746;0;1;3;9
Paises Bajos;Argentina;0;85;78;1;0;1;1;981;1175;0;1;15;5
Paises Bajos;Australia;2;68;68;1;2;1;1;981;526;0;0;15;62
Paises Bajos;Brasil;2;83;83;3.5;0.33;1;0;1231;1611;0;1;4;1
Paises Bajos;Brasil;3;85;83;1;0;1;1;981;1242;0;1;15;3
Paises Bajos;Camerun;2;83;75;3.5;1.7;1;0;1231;887;0;0;4;19
Paises Bajos;Chile;2;85;72;1;0.75;1;1;981;1026;0;0;15;14
Paises Bajos;Costa de Marfil;2;67;65;1.25;0.91;0;0;768;669;0;0;3;32
Paises Bajos;Costa Rica;0;85;66;1;2;1;1;981;762;0;0;15;28
Paises Bajos;Dinamarca;2;83;75;3.5;1;1;0;1231;767;0;0;4;36
Paises Bajos;Eslovaquia;2;83;64;3.5;0.67;1;0;1231;777;0;0;4;34
Paises Bajos;Espana;0;83;83;3.5;0.5;1;0;1231;1565;0;1;4;2
Paises Bajos;Espana;5;85;82;1;0;1;1;981;1485;0;1;15;1
Paises Bajos;Japon;1;83;64;3.5;1.27;1;0;1231;682;0;0;4;45
Paises Bajos;Mexico;2;85;74;1;1.5;1;1;981;882;0;0;15;20
Paises Bajos;Portugal;0;67;83;1.25;0.33;0;0;768;750;0;0;3;7
Paises Bajos;Serbia y Montenegro;1;67;65;1.25;0.5;0;0;768;610;0;0;3;44
Paises Bajos;Uruguay;3;83;78;3.5;1;1;0;1231;899;0;0;4;16
Paraguay;Eslovaquia;2;75;64;1.4;0.67;1;0;820;777;0;0;31;34
Paraguay;Eslovaquia;2;75;64;1.4;0.67;1;0;820;777;0;0;31;34
Paraguay;Espana;0;75;83;1.4;0.5;1;0;820;1565;0;1;31;2
Paraguay;Inglaterra;0;79;86;1;0.67;1;0;653;741;0;1;33;10
Paraguay;Italia;1;75;81;1.4;1;1;0;820;1184;0;1;31;5
Paraguay;Japon;0;75;64;1.4;1.27;1;0;820;682;0;0;31;45
Paraguay;Nueva Zelanda;0;75;64;1.4;1.8;1;0;820;410;0;0;31;78
Paraguay;Suecia;0;79;76;1;1;1;0;653;709;0;0;33;16
Paraguay;Trinidad y Tobago;2;79;65;1;1.8;1;0;653;604;0;0;33;47
Polonia;Alemania;0;74;82;1.33;1.4;1;0;677;696;0;1;29;19
Polonia;Costa Rica;2;74;65;1.33;2;1;0;677;683;0;0;29;26
Polonia;Ecuador;0;74;65;1.33;1;1;0;677;631;0;0;29;39
Portugal;Alemania;1;86;82;3.33;1.4;1;0;750;696;0;1;7;19
Portugal;Alemania;0;81;82;2.75;0.75;1;0;1189;1300;0;1;4;2
Portugal;Angola;1;86;65;3.33;1.6;1;0;750;581;0;0;7;57
Portugal;Brasil;0;79;83;2;0.33;1;1;1249;1611;0;1;3;1
Portugal;Costa de Marfil;0;79;64;2;1;1;1;1249;856;0;0;3;27
Portugal;Espana;0;79;83;2;0.5;1;1;1249;1565;0;1;3;2
Portugal;Estados Unidos;2;81;69;2.75;1;1;0;1189;1035;0;0;4;13
Portugal;Francia;0;86;84;3.33;0.75;1;0;750;749;0;1;7;8
Portugal;Ghana;2;81;66;2.75;0.67;1;0;1189;704;0;0;4;37
Portugal;Inglaterra;0;86;86;3.33;0.67;1;0;750;741;0;1;7;10
Portugal;Mexico;2;86;69;3.33;0.88;1;0;750;758;0;1;7;4
Portugal;Paises Bajos;1;86;65;3.33;0.5;1;0;750;768;0;0;7;3
Portugal;RDP de Corea;7;79;64;2;1.08;1;1;1249;285;0;0;3;105
Portugal;Ri de Iran;2;86;65;3.33;1.5;1;0;750;686;0;0;7;24
RDP de Corea;Brasil;1;67;83;1.54;0.33;0;0;285;1611;0;1;105;1
RDP de Corea;Portugal;0;67;82;1.54;0.25;0;0;285;1249;0;0;105;3
Republica Checa;Estados Unidos;3;85;74;2;0.73;0;0;772;756;0;0;2;6
Republica Checa;Ghana;0;85;65;2;1.11;0;0;772;600;0;0;2;48
Republica Checa;Italia;0;85;88;2;0.67;0;0;772;728;0;1;2;13
Republica de Corea;Argelia;2;68;66;0.5;0.67;1;0;547;858;0;0;57;22
Republica de Corea;Argentina;1;70;78;1.73;0.6;1;0;632;1076;0;1;47;7
Republica de Corea;Belgica;0;68;79;0.5;0.75;1;0;547;1074;0;1;57;11
Republica de Corea;Costa de Marfil;0;70;64;1.73;1;1;0;632;856;0;0;47;27
Republica de Corea;Francia;1;67;84;1;0.75;1;1;677;749;0;1;30;8
Republica de Corea;Grecia;2;70;76;1.73;2;1;0;632;964;0;0;47;13
Republica de Corea;Nigeria;2;70;64;1.73;0.73;1;0;632;883;0;0;47;21
Republica de Corea;Rusia;1;68;76;0.5;0.25;1;0;547;893;0;0;57;19
Republica de Corea;Suiza;0;67;78;1;1;1;1;677;648;0;0;30;35
Republica de Corea;Togo;2;67;65;1;1.29;1;1;677;569;0;0;30;61
Republica de Corea;Uruguay;1;70;78;1.73;1;1;0;632;899;0;0;47;16
Ri de Iran;Angola;1;67;65;3.5;1.6;1;0;686;581;0;0;24;57
Ri de Iran;Argentina;0;68;78;1.17;0;0;0;641;1175;0;1;43;5
